NMec = 98629
T = 17
P = 1
Profits not ignored
Solution time = 1.704e-05
Best Profit = 31602
Terminal Cases = 1698
Task date  Profit    P
  2   13    1376     -1  
  8   147   30315    0   
  16  37    4489     -1  
  23  27    894      -1  
  23  32    1119     -1  
  67  90    3983     -1  
  68  75    1431     -1  
  72  89    2417     -1  
  89  97    981      -1  
  92  104   1804     -1  
  104 120   2893     -1  
  115 133   2585     -1  
  123 131   1131     -1  
  124 143   1948     -1  
  131 154   2480     -1  
  133 138   997      -1  
  161 167   1287     0   
End
