NMec = 98629
T = 17
P = 6
Profits not ignored
Solution time = 6.665e-04
Best Profit = 20379
Terminal Cases = 64112
Task date  Profit    P
  1   20    2908     0   
  2   21    1794     -1  
  2   21    1971     1   
  2   26    5602     2   
  4   25    2138     3   
  6   22    2386     4   
  7   23    3336     5   
  9   10    273      -1  
  9   11    415      -1  
  13  19    780      -1  
  13  20    862      -1  
  13  22    823      -1  
  14  16    300      -1  
  15  21    1196     -1  
  16  22    639      -1  
  21  26    744      0   
  22  29    1294     1   
End
