NMec = 98629
T = 39
P = 5
Profits not ignored
Solution time = 1.274e+02
Best Profit = 62396
Terminal Cases = 14313319596
Task date  Profit    P
  1   17    2156     0   
  1   18    1453     -1  
  1   69    17518    1   
  3   11    1777     2   
  3   25    4008     3   
  4   44    5150     -1  
  5   73    8227     4   
  7   18    1430     -1  
  7   20    1842     -1  
  9   32    2921     -1  
  11  20    841      -1  
  15  23    1827     -1  
  15  28    3384     2   
  17  34    1677     -1  
  18  23    660      -1  
  18  26    1285     -1  
  18  34    3060     -1  
  19  30    2675     0   
  23  33    1121     -1  
  23  50    4066     -1  
  25  47    1991     -1  
  26  37    1666     -1  
  27  43    2702     3   
  28  42    1629     -1  
  29  51    4420     2   
  31  60    6685     0   
  33  37    793      -1  
  38  46    1011     -1  
  38  56    1958     -1  
  40  48    1116     -1  
  44  47    371      -1  
  47  67    3301     3   
  52  64    1659     -1  
  53  59    1965     2   
  58  66    715      -1  
  59  70    1157     -1  
  61  69    487      0   
  61  69    1615     2   
  70  75    1476     0   
End
