NMec = 98629
T = 27
P = 5
Profits not ignored
Solution time = 1.330e-01
Best Profit = 43688
Terminal Cases = 16780244
Task date  Profit    P
  0   53    9056     0   
  1   9     1476     1   
  2   25    4904     2   
  2   36    8030     3   
  3   6     553      -1  
  3   11    924      -1  
  3   21    3438     -1  
  4   36    7714     4   
  5   11    627      -1  
  9   11    643      -1  
  13  20    894      -1  
  13  53    8145     1   
  14  34    3893     -1  
  15  23    699      -1  
  15  27    2512     -1  
  17  31    2869     -1  
  18  33    2059     -1  
  19  20    267      -1  
  19  29    1286     -1  
  21  42    3033     -1  
  25  37    1132     -1  
  30  44    1708     -1  
  31  33    306      -1  
  31  46    2029     2   
  38  41    460      3   
  45  52    841      3   
  46  50    1033     4   
End
