NMec = 98629
T = 40
P = 4
Profits not ignored
Solution time = 5.497e+01
Best Profit = 57536
Terminal Cases = 5722451529
Task date  Profit    P
  2   97    7979     -1  
  3   28    2340     -1  
  6   56    6572     -1  
  7   17    1634     0   
  8   29    4482     1   
  10  55    8629     -1  
  11  18    1519     2   
  11  31    2533     -1  
  12  38    3013     -1  
  15  61    10230    3   
  16  26    1850     -1  
  17  30    1453     -1  
  17  36    2197     -1  
  19  29    2814     0   
  25  41    2765     -1  
  26  41    3199     2   
  29  54    6422     -1  
  33  45    3827     0   
  34  39    1176     -1  
  34  69    7993     1   
  42  62    4293     -1  
  44  86    4648     -1  
  45  52    599      -1  
  45  76    6450     2   
  47  62    1654     -1  
  49  68    3312     0   
  55  64    770      -1  
  57  66    1262     -1  
  57  71    943      -1  
  61  63    195      -1  
  61  80    1838     -1  
  63  72    775      -1  
  65  77    1760     3   
  72  75    501      0   
  73  83    1115     1   
  77  89    2944     0   
  78  89    1293     2   
  79  90    1203     -1  
  82  94    2419     3   
  86  94    2044     1   
End
