NMec = 98629
T = 20
P = 7
Profits not ignored
Solution time = 5.079e-03
Best Profit = 24648
Terminal Cases = 540480
Task date  Profit    P
  0   28    3168     0   
  1   2     391      1   
  1   13    2103     2   
  3   27    2082     -1  
  5   18    1555     1   
  5   29    2467     3   
  7   9     331      4   
  9   15    1240     5   
  10  19    2030     -1  
  12  29    1848     -1  
  13  22    2063     4   
  13  23    1416     -1  
  13  24    1307     -1  
  13  26    2923     6   
  15  26    2885     2   
  15  26    1382     -1  
  17  27    2059     -1  
  17  29    3735     5   
  19  26    858      1   
  24  28    929      4   
End
