NMec = 98629
T = 14
P = 1
Profits not ignored
Solution time = 8.342e-06
Best Profit = 13235
Terminal Cases = 412
Task date  Profit    P
  8   103   12210    0   
  15  34    1422     -1  
  28  42    1706     -1  
  31  120   12230    -1  
  36  59    1915     -1  
  39  43    642      -1  
  53  64    3106     -1  
  57  70    1373     -1  
  77  90    2444     -1  
  83  88    953      -1  
  97  107   1668     -1  
  101 118   2034     -1  
  117 122   839      -1  
  120 133   1025     0   
End
