NMec = 98495
T = 37
P = 7
Profits ignored
Solution time = 2.612e+02
Programing Tasks = 24
Terminal Cases = 214428
Task date  Profit    P
  0   3     1        0   
  0   9     1        1   
  0   52    1        2   
  1   11    1        3   
  1   16    1        4   
  2   10    1        5   
  4   18    1        0   
  4   25    1        6   
  5   26    1        -1  
  5   28    1        -1  
  8   24    1        -1  
  12  25    1        1   
  13  47    1        3   
  17  20    1        4   
  18  36    1        5   
  18  40    1        -1  
  20  40    1        0   
  23  43    1        4   
  25  39    1        -1  
  25  45    1        -1  
  26  31    1        1   
  27  39    1        6   
  29  43    1        -1  
  31  42    1        -1  
  31  44    1        -1  
  32  36    1        1   
  32  44    1        -1  
  34  42    1        -1  
  34  50    1        -1  
  35  39    1        -1  
  35  44    1        -1  
  38  49    1        1   
  41  52    1        0   
  43  50    1        5   
  44  52    1        4   
  49  52    1        3   
  49  52    1        6   
End
