NMec = 98495
T = 27
P = 8
Profits ignored
Solution time = 2.123e-01
Programing Tasks = 15
Terminal Cases = 55262
Task date  Profit    P
  0   29    1        -1  
  2   9     1        0   
  3   9     1        1   
  3   20    1        -1  
  3   22    1        -1  
  3   22    1        -1  
  4   19    1        -1  
  6   18    1        2   
  6   20    1        -1  
  6   24    1        -1  
  7   19    1        -1  
  7   21    1        -1  
  10  22    1        -1  
  10  27    1        -1  
  12  27    1        -1  
  13  25    1        0   
  13  33    1        1   
  14  16    1        3   
  16  20    1        4   
  16  22    1        5   
  17  30    1        3   
  18  32    1        6   
  19  20    1        2   
  19  31    1        7   
  22  31    1        2   
  23  24    1        4   
  24  33    1        5   
End
