NMec = 98495
T = 38
P = 7
Profits ignored
Solution time = 2.185e+02
Programing Tasks = 25
Terminal Cases = 85
Task date  Profit    P
  1   50    1        -1  
  2   7     1        0   
  2   20    1        1   
  4   10    1        2   
  6   18    1        3   
  6   33    1        -1  
  8   16    1        0   
  8   21    1        4   
  9   14    1        5   
  11  16    1        2   
  12  29    1        -1  
  13  25    1        6   
  16  30    1        5   
  21  42    1        -1  
  22  31    1        0   
  22  41    1        -1  
  22  43    1        -1  
  23  30    1        1   
  23  36    1        -1  
  23  41    1        -1  
  24  30    1        2   
  24  36    1        -1  
  25  40    1        -1  
  26  39    1        -1  
  26  47    1        -1  
  26  49    1        -1  
  28  37    1        3   
  29  36    1        4   
  29  41    1        6   
  33  43    1        0   
  34  37    1        1   
  34  40    1        2   
  36  47    1        5   
  38  44    1        1   
  38  47    1        3   
  40  51    1        4   
  41  49    1        2   
  47  54    1        0   
End
