NMec = 98495
T = 36
P = 7
Profits ignored
Solution time = 8.029e+01
Programing Tasks = 21
Terminal Cases = 122001
Task date  Profit    P
  0   21    1        0   
  0   51    1        -1  
  1   5     1        1   
  1   15    1        2   
  4   7     1        3   
  4   19    1        4   
  8   28    1        -1  
  8   32    1        -1  
  9   17    1        1   
  11  31    1        -1  
  12  26    1        3   
  12  29    1        -1  
  12  41    1        -1  
  13  38    1        -1  
  14  27    1        -1  
  15  28    1        -1  
  16  36    1        -1  
  17  30    1        2   
  18  29    1        1   
  19  40    1        5   
  20  27    1        4   
  23  43    1        -1  
  24  38    1        0   
  27  34    1        3   
  27  35    1        6   
  28  49    1        -1  
  29  43    1        -1  
  32  45    1        -1  
  33  50    1        -1  
  35  43    1        1   
  37  45    1        2   
  38  46    1        3   
  39  51    1        0   
  40  44    1        4   
  40  50    1        6   
  41  51    1        5   
End
