NMec = 98495
T = 40
P = 4
Profits ignored
Solution time = 5.166e+02
Programing Tasks = 26
Terminal Cases = 1350
Task date  Profit    P
  6   12    1        0   
  6   33    1        1   
  7   19    1        2   
  11  27    1        3   
  16  24    1        0   
  16  30    1        -1  
  19  25    1        -1  
  19  38    1        -1  
  21  39    1        2   
  24  34    1        -1  
  25  73    1        0   
  26  32    1        -1  
  27  42    1        -1  
  32  49    1        3   
  35  46    1        1   
  36  38    1        -1  
  36  55    1        -1  
  37  53    1        -1  
  37  58    1        -1  
  40  41    1        2   
  46  49    1        2   
  47  63    1        1   
  50  53    1        2   
  52  57    1        3   
  53  60    1        -1  
  56  63    1        2   
  56  68    1        -1  
  58  67    1        3   
  60  66    1        -1  
  61  76    1        -1  
  62  65    1        -1  
  62  80    1        -1  
  62  82    1        -1  
  63  77    1        -1  
  65  72    1        1   
  70  73    1        2   
  77  89    1        0   
  79  86    1        1   
  79  91    1        2   
  81  87    1        3   
End
