NMec = 98495
T = 37
P = 8
Profits ignored
Solution time = 2.307e+02
Programing Tasks = 25
Terminal Cases = 12076
Task date  Profit    P
  0   8     1        0   
  0   20    1        -1  
  0   46    1        -1  
  1   26    1        -1  
  2   8     1        1   
  2   17    1        -1  
  5   7     1        2   
  5   21    1        -1  
  6   23    1        -1  
  7   9     1        3   
  7   21    1        4   
  10  29    1        -1  
  12  13    1        0   
  12  15    1        1   
  12  19    1        2   
  12  30    1        -1  
  12  35    1        -1  
  15  25    1        -1  
  16  17    1        0   
  16  20    1        1   
  16  25    1        -1  
  16  26    1        3   
  16  27    1        5   
  17  25    1        6   
  17  37    1        -1  
  17  38    1        7   
  18  25    1        0   
  21  43    1        1   
  23  29    1        2   
  25  29    1        4   
  26  32    1        0   
  26  36    1        6   
  27  40    1        3   
  28  34    1        5   
  32  33    1        2   
  33  38    1        0   
  40  44    1        0   
End
