NMec = 98495
T = 37
P = 3
Profits ignored
Solution time = 1.776e+01
Programing Tasks = 20
Terminal Cases = 123144
Task date  Profit    P
  0   5     1        -1  
  0   13    1        -1  
  0   18    1        0   
  3   16    1        1   
  3   16    1        2   
  14  28    1        -1  
  15  37    1        -1  
  18  87    1        -1  
  20  29    1        0   
  21  38    1        1   
  24  25    1        2   
  24  102   1        -1  
  31  42    1        0   
  32  56    1        -1  
  33  36    1        2   
  37  50    1        -1  
  41  103   1        -1  
  45  58    1        0   
  46  54    1        1   
  46  60    1        2   
  57  65    1        -1  
  60  65    1        -1  
  60  69    1        0   
  60  77    1        1   
  61  75    1        2   
  68  95    1        -1  
  72  103   1        -1  
  76  97    1        -1  
  77  93    1        0   
  78  93    1        1   
  83  96    1        2   
  90  109   1        -1  
  90  110   1        -1  
  99  112   1        -1  
  103 111   1        0   
  108 118   1        1   
  108 122   1        2   
End
