NMec = 98495
T = 40
P = 2
Profits ignored
Solution time = 3.359e+00
Programing Tasks = 18
Terminal Cases = 6000
Task date  Profit    P
  14  145   1        -1  
  21  45    1        -1  
  25  50    1        -1  
  26  29    1        0   
  26  43    1        -1  
  32  44    1        -1  
  38  53    1        0   
  41  52    1        1   
  42  66    1        -1  
  51  87    1        -1  
  57  77    1        -1  
  60  76    1        0   
  61  124   1        -1  
  63  66    1        1   
  67  90    1        1   
  85  98    1        -1  
  85  104   1        -1  
  86  109   1        -1  
  87  92    1        0   
  91  101   1        -1  
  93  105   1        0   
  96  100   1        1   
  102 107   1        1   
  103 120   1        -1  
  107 134   1        -1  
  109 119   1        0   
  111 119   1        1   
  115 136   1        -1  
  121 142   1        -1  
  127 137   1        -1  
  128 136   1        -1  
  128 141   1        0   
  131 147   1        1   
  157 166   1        0   
  162 175   1        -1  
  164 184   1        -1  
  166 187   1        -1  
  170 173   1        0   
  171 179   1        1   
  177 197   1        0   
End
