NMec = 98495
T = 37
P = 2
Profits ignored
Solution time = 6.178e-01
Programing Tasks = 19
Terminal Cases = 84
Task date  Profit    P
  0   19    1        -1  
  10  19    1        -1  
  12  31    1        -1  
  13  178   1        -1  
  18  25    1        0   
  19  29    1        1   
  23  46    1        -1  
  26  42    1        0   
  26  141   1        -1  
  30  51    1        1   
  42  63    1        -1  
  51  56    1        0   
  56  67    1        1   
  56  83    1        -1  
  60  74    1        0   
  65  86    1        -1  
  68  80    1        -1  
  69  92    1        -1  
  72  80    1        1   
  75  89    1        -1  
  76  114   1        -1  
  80  85    1        0   
  81  87    1        1   
  83  122   1        -1  
  84  95    1        -1  
  84  96    1        -1  
  87  90    1        0   
  90  102   1        1   
  96  103   1        0   
  100 179   1        -1  
  104 123   1        0   
  107 121   1        1   
  126 133   1        -1  
  132 134   1        0   
  132 142   1        1   
  163 167   1        0   
  167 180   1        1   
End
