NMec = 98495
T = 32
P = 6
Profits ignored
Solution time = 5.804e+00
Programing Tasks = 20
Terminal Cases = 27
Task date  Profit    P
  2   10    1        0   
  4   9     1        1   
  4   18    1        2   
  4   21    1        3   
  6   10    1        4   
  6   24    1        5   
  6   25    1        -1  
  6   28    1        -1  
  7   15    1        -1  
  7   50    1        -1  
  10  17    1        1   
  10  20    1        -1  
  14  30    1        0   
  15  31    1        4   
  15  33    1        -1  
  16  33    1        -1  
  17  26    1        -1  
  18  27    1        1   
  20  41    1        2   
  23  36    1        3   
  23  46    1        -1  
  26  34    1        5   
  26  43    1        -1  
  27  49    1        -1  
  29  32    1        1   
  30  38    1        -1  
  30  53    1        -1  
  32  44    1        0   
  32  49    1        4   
  33  53    1        1   
  38  46    1        3   
  38  46    1        5   
End
