NMec = 98495
T = 40
P = 3
Profits ignored
Solution time = 3.389e+01
Programing Tasks = 21
Terminal Cases = 32652
Task date  Profit    P
  0   114   1        -1  
  2   124   1        -1  
  6   12    1        0   
  13  21    1        0   
  27  48    1        -1  
  29  38    1        0   
  29  48    1        -1  
  29  53    1        -1  
  31  56    1        -1  
  32  48    1        -1  
  36  51    1        -1  
  38  40    1        1   
  44  48    1        0   
  45  56    1        -1  
  47  62    1        1   
  48  53    1        2   
  49  50    1        0   
  49  67    1        -1  
  51  73    1        -1  
  54  77    1        -1  
  59  73    1        0   
  64  71    1        1   
  67  75    1        2   
  75  98    1        -1  
  77  79    1        0   
  77  87    1        1   
  81  98    1        -1  
  83  105   1        0   
  83  118   1        -1  
  92  93    1        1   
  92  113   1        -1  
  93  104   1        2   
  100 112   1        -1  
  103 111   1        1   
  107 131   1        -1  
  108 117   1        -1  
  108 118   1        0   
  108 120   1        2   
  114 119   1        1   
  125 128   1        0   
End
