NMec = 98495
T = 36
P = 3
Profits ignored
Solution time = 2.822e+00
Programing Tasks = 19
Terminal Cases = 24790
Task date  Profit    P
  3   12    1        0   
  4   113   1        -1  
  11  113   1        -1  
  15  23    1        0   
  15  31    1        -1  
  16  32    1        -1  
  20  35    1        -1  
  23  32    1        -1  
  27  38    1        0   
  28  33    1        1   
  31  36    1        2   
  35  42    1        -1  
  39  49    1        -1  
  40  44    1        0   
  40  49    1        1   
  40  53    1        2   
  40  57    1        -1  
  44  70    1        -1  
  45  56    1        -1  
  45  56    1        -1  
  47  58    1        -1  
  48  74    1        -1  
  49  61    1        -1  
  50  58    1        -1  
  55  61    1        -1  
  55  69    1        0   
  55  76    1        1   
  56  69    1        2   
  76  78    1        0   
  79  81    1        0   
  79  92    1        1   
  84  103   1        0   
  92  102   1        2   
  96  105   1        1   
  112 113   1        0   
  116 119   1        0   
End
