NMec = 98495
T = 36
P = 2
Profits ignored
Solution time = 3.452e-01
Programing Tasks = 17
Terminal Cases = 1800
Task date  Profit    P
  0   4     1        0   
  4   178   1        1   
  14  28    1        0   
  18  124   1        -1  
  18  167   1        -1  
  20  38    1        -1  
  24  43    1        -1  
  27  49    1        -1  
  28  47    1        -1  
  32  161   1        0   
  40  65    1        -1  
  44  49    1        -1  
  45  147   1        -1  
  47  139   1        -1  
  56  74    1        -1  
  58  74    1        -1  
  67  76    1        -1  
  67  76    1        -1  
  69  70    1        -1  
  70  74    1        -1  
  75  86    1        -1  
  82  93    1        -1  
  83  90    1        -1  
  98  109   1        -1  
  104 125   1        -1  
  107 121   1        -1  
  110 121   1        -1  
  111 128   1        -1  
  116 117   1        -1  
  118 129   1        -1  
  128 141   1        -1  
  138 156   1        -1  
  142 146   1        -1  
  142 161   1        -1  
  147 157   1        -1  
  154 161   1        -1  
End
