NMec = 98495
T = 38
P = 2
Profits ignored
Solution time = 1.625e+00
Programing Tasks = 17
Terminal Cases = 46800
Task date  Profit    P
  1   130   1        -1  
  6   21    1        0   
  8   177   1        -1  
  15  39    1        -1  
  25  39    1        0   
  29  44    1        1   
  36  173   1        -1  
  37  178   1        -1  
  50  72    1        -1  
  53  74    1        -1  
  61  76    1        -1  
  63  67    1        0   
  66  76    1        1   
  70  131   1        -1  
  77  89    1        0   
  84  108   1        -1  
  85  99    1        -1  
  89  99    1        -1  
  91  100   1        -1  
  92  101   1        0   
  97  106   1        1   
  101 116   1        -1  
  104 115   1        -1  
  106 126   1        0   
  109 121   1        1   
  119 139   1        -1  
  123 144   1        1   
  137 149   1        0   
  145 147   1        1   
  147 160   1        -1  
  153 161   1        0   
  155 158   1        1   
  156 178   1        -1  
  163 184   1        -1  
  171 176   1        -1  
  171 178   1        -1  
  171 187   1        0   
  172 179   1        1   
End
