NMec = 98495
T = 30
P = 8
Profits ignored
Solution time = 1.842e+00
Programing Tasks = 19
Terminal Cases = 339
Task date  Profit    P
  0   5     1        0   
  0   20    1        -1  
  2   9     1        1   
  2   17    1        -1  
  3   10    1        2   
  3   17    1        3   
  3   32    1        -1  
  6   26    1        -1  
  7   27    1        -1  
  8   23    1        0   
  8   26    1        -1  
  8   26    1        -1  
  10  21    1        1   
  10  28    1        -1  
  11  20    1        2   
  12  24    1        4   
  12  26    1        -1  
  13  26    1        -1  
  14  28    1        -1  
  15  19    1        5   
  15  28    1        6   
  16  22    1        7   
  20  25    1        3   
  20  29    1        5   
  24  33    1        0   
  24  33    1        1   
  25  27    1        2   
  25  33    1        4   
  25  35    1        7   
  33  37    1        2   
End
