NMec = 98495
T = 39
P = 3
Profits ignored
Solution time = 2.117e+01
Programing Tasks = 21
Terminal Cases = 3168
Task date  Profit    P
  6   20    1        0   
  6   116   1        1   
  10  93    1        2   
  11  21    1        -1  
  14  23    1        -1  
  16  26    1        -1  
  20  26    1        -1  
  21  37    1        0   
  21  39    1        -1  
  27  39    1        -1  
  29  40    1        -1  
  29  106   1        -1  
  32  42    1        -1  
  37  45    1        -1  
  38  51    1        0   
  40  47    1        -1  
  40  48    1        -1  
  43  48    1        -1  
  48  56    1        -1  
  58  59    1        0   
  58  118   1        -1  
  62  73    1        0   
  65  72    1        -1  
  68  82    1        -1  
  69  89    1        -1  
  72  94    1        -1  
  73  85    1        -1  
  74  93    1        0   
  74  108   1        -1  
  77  86    1        -1  
  78  88    1        -1  
  89  101   1        -1  
  95  106   1        0   
  96  117   1        2   
  97  115   1        -1  
  98  119   1        -1  
  101 119   1        -1  
  104 109   1        -1  
  108 115   1        0   
End
