NMec = 98495
T = 27
P = 5
Profits ignored
Solution time = 1.154e-01
Programing Tasks = 17
Terminal Cases = 510
Task date  Profit    P
  1   10    1        0   
  2   4     1        1   
  2   8     1        2   
  3   9     1        3   
  7   17    1        1   
  9   30    1        2   
  10  22    1        3   
  10  29    1        4   
  11  27    1        0   
  12  16    1        -1  
  13  26    1        -1  
  17  36    1        -1  
  19  29    1        1   
  19  33    1        -1  
  21  31    1        -1  
  21  33    1        -1  
  21  36    1        -1  
  24  35    1        3   
  24  35    1        -1  
  25  34    1        -1  
  26  37    1        -1  
  26  42    1        -1  
  30  52    1        0   
  31  48    1        1   
  32  41    1        2   
  42  50    1        2   
  44  50    1        3   
End
