NMec = 98495
T = 39
P = 4
Profits ignored
Solution time = 8.031e+01
Programing Tasks = 21
Terminal Cases = 46082
Task date  Profit    P
  0   75    1        -1  
  7   15    1        0   
  11  36    1        -1  
  17  24    1        0   
  21  25    1        1   
  21  46    1        -1  
  21  47    1        -1  
  23  27    1        2   
  23  37    1        -1  
  23  43    1        -1  
  26  34    1        -1  
  30  34    1        0   
  31  41    1        1   
  33  37    1        2   
  33  42    1        3   
  34  48    1        -1  
  36  92    1        -1  
  37  55    1        -1  
  40  58    1        -1  
  45  63    1        0   
  46  54    1        1   
  47  58    1        2   
  47  64    1        3   
  54  71    1        -1  
  61  72    1        -1  
  61  77    1        -1  
  63  70    1        1   
  64  79    1        0   
  67  81    1        2   
  69  85    1        3   
  70  88    1        -1  
  70  90    1        -1  
  77  83    1        1   
  78  93    1        -1  
  79  93    1        -1  
  82  95    1        0   
  82  97    1        2   
  85  95    1        1   
  87  94    1        3   
End
