NMec = 98495
T = 31
P = 5
Profits ignored
Solution time = 1.825e+00
Programing Tasks = 20
Terminal Cases = 216
Task date  Profit    P
  0   7     1        0   
  1   21    1        -1  
  3   8     1        1   
  3   10    1        2   
  3   47    1        -1  
  7   12    1        3   
  7   19    1        4   
  9   18    1        0   
  13  21    1        -1  
  15  21    1        1   
  17  22    1        2   
  17  29    1        3   
  19  35    1        0   
  20  36    1        4   
  21  44    1        -1  
  22  40    1        1   
  23  47    1        -1  
  24  44    1        -1  
  29  44    1        -1  
  30  50    1        -1  
  31  50    1        -1  
  33  46    1        2   
  34  36    1        3   
  36  53    1        -1  
  38  47    1        0   
  38  53    1        -1  
  39  53    1        3   
  41  56    1        1   
  43  57    1        4   
  51  55    1        0   
  53  54    1        2   
End
