NMec = 98495
T = 40
P = 7
Profits ignored
Solution time = 7.597e+02
Programing Tasks = 24
Terminal Cases = 34705
Task date  Profit    P
  1   16    1        0   
  1   56    1        -1  
  2   7     1        1   
  2   22    1        2   
  2   53    1        -1  
  4   12    1        3   
  9   30    1        -1  
  10  26    1        -1  
  10  27    1        -1  
  10  29    1        -1  
  11  18    1        1   
  12  22    1        4   
  13  16    1        3   
  14  24    1        5   
  16  55    1        -1  
  17  26    1        0   
  18  39    1        -1  
  20  46    1        -1  
  21  31    1        -1  
  21  33    1        1   
  21  39    1        3   
  23  32    1        2   
  23  41    1        4   
  24  36    1        6   
  26  30    1        5   
  28  33    1        0   
  30  48    1        -1  
  31  46    1        -1  
  33  46    1        -1  
  33  52    1        -1  
  36  42    1        0   
  36  47    1        -1  
  36  48    1        -1  
  36  51    1        1   
  36  52    1        2   
  37  56    1        5   
  38  55    1        6   
  40  51    1        3   
  43  48    1        0   
  45  56    1        4   
End
