NMec = 98495
T = 34
P = 8
Profits ignored
Solution time = 4.485e+01
Programing Tasks = 23
Terminal Cases = 10023
Task date  Profit    P
  0   13    1        -1  
  0   18    1        -1  
  1   6     1        0   
  4   32    1        -1  
  5   17    1        -1  
  5   39    1        -1  
  7   31    1        -1  
  8   16    1        0   
  9   14    1        1   
  9   15    1        2   
  9   17    1        3   
  10  16    1        4   
  11  18    1        5   
  11  28    1        6   
  11  37    1        -1  
  11  41    1        -1  
  12  20    1        7   
  14  31    1        -1  
  16  25    1        1   
  16  31    1        -1  
  17  18    1        0   
  18  23    1        2   
  19  37    1        -1  
  21  37    1        0   
  23  35    1        3   
  24  31    1        2   
  24  35    1        4   
  24  35    1        5   
  25  38    1        7   
  27  35    1        1   
  31  40    1        6   
  38  42    1        0   
  39  41    1        1   
  40  41    1        2   
End
