NMec = 98495
T = 32
P = 2
Profits ignored
Solution time = 1.993e-01
Programing Tasks = 15
Terminal Cases = 47748
Task date  Profit    P
  3   7     1        0   
  3   16    1        -1  
  9   16    1        -1  
  11  21    1        -1  
  14  159   1        -1  
  15  34    1        0   
  16  22    1        1   
  17  134   1        -1  
  21  38    1        -1  
  30  48    1        -1  
  34  40    1        1   
  36  52    1        0   
  39  60    1        -1  
  52  58    1        -1  
  56  67    1        0   
  58  73    1        1   
  72  80    1        0   
  78  86    1        1   
  82  106   1        -1  
  85  102   1        -1  
  96  102   1        0   
  101 110   1        1   
  110 123   1        -1  
  110 127   1        -1  
  114 130   1        -1  
  118 130   1        -1  
  120 124   1        -1  
  120 139   1        0   
  123 124   1        1   
  137 147   1        -1  
  139 145   1        1   
  140 157   1        0   
End
