NMec = 98495
T = 39
P = 8
Profits ignored
Solution time = 1.266e+02
Programing Tasks = 21
Terminal Cases = 40743
Task date  Profit    P
  1   16    1        0   
  3   28    1        1   
  3   35    1        2   
  4   15    1        3   
  4   21    1        4   
  5   13    1        5   
  5   18    1        6   
  5   28    1        7   
  7   9     1        -1  
  7   28    1        -1  
  7   37    1        -1  
  8   38    1        -1  
  11  27    1        -1  
  11  28    1        -1  
  11  35    1        -1  
  12  20    1        -1  
  12  29    1        -1  
  12  31    1        -1  
  13  30    1        -1  
  16  36    1        3   
  18  27    1        0   
  18  27    1        5   
  18  35    1        -1  
  18  37    1        -1  
  19  22    1        6   
  19  33    1        -1  
  20  22    1        -1  
  20  27    1        -1  
  20  29    1        -1  
  22  28    1        4   
  23  31    1        6   
  23  41    1        -1  
  24  26    1        -1  
  25  38    1        -1  
  26  32    1        -1  
  28  42    1        0   
  32  46    1        1   
  34  37    1        4   
  38  43    1        2   
End
