NMec = 98495
T = 30
P = 2
Profits ignored
Solution time = 1.089e-01
Programing Tasks = 17
Terminal Cases = 729
Task date  Profit    P
  1   11    1        0   
  8   20    1        1   
  11  116   1        -1  
  22  28    1        0   
  25  29    1        1   
  25  32    1        -1  
  32  47    1        0   
  32  58    1        1   
  34  37    1        -1  
  38  50    1        -1  
  41  53    1        -1  
  43  48    1        -1  
  44  50    1        -1  
  47  50    1        -1  
  49  63    1        0   
  51  58    1        -1  
  52  63    1        -1  
  52  69    1        -1  
  61  68    1        1   
  64  134   1        0   
  69  79    1        1   
  75  95    1        -1  
  93  105   1        1   
  95  103   1        -1  
  104 109   1        -1  
  121 148   1        1   
  123 128   1        -1  
  126 143   1        -1  
  128 140   1        -1  
  136 142   1        0   
End
