NMec = 98495
T = 31
P = 8
Profits ignored
Solution time = 5.642e+00
Programing Tasks = 19
Terminal Cases = 25525
Task date  Profit    P
  0   20    1        -1  
  0   37    1        -1  
  2   19    1        -1  
  2   29    1        -1  
  4   12    1        -1  
  5   8     1        0   
  6   12    1        1   
  6   16    1        2   
  7   15    1        3   
  8   29    1        -1  
  8   32    1        -1  
  9   18    1        0   
  10  21    1        4   
  10  24    1        5   
  10  25    1        6   
  11  18    1        7   
  11  33    1        -1  
  13  26    1        -1  
  16  19    1        1   
  17  29    1        -1  
  17  31    1        -1  
  17  31    1        -1  
  20  31    1        0   
  21  28    1        1   
  21  30    1        2   
  21  34    1        3   
  22  34    1        4   
  22  35    1        7   
  26  27    1        5   
  26  37    1        6   
  29  38    1        1   
End
