NMec = 98495
T = 35
P = 5
Profits ignored
Solution time = 1.992e+01
Programing Tasks = 23
Terminal Cases = 91
Task date  Profit    P
  0   65    1        0   
  0   68    1        1   
  1   11    1        2   
  1   67    1        3   
  2   68    1        4   
  5   13    1        -1  
  7   23    1        -1  
  8   18    1        -1  
  10  15    1        -1  
  10  16    1        -1  
  15  26    1        2   
  20  23    1        -1  
  22  23    1        -1  
  22  35    1        -1  
  22  42    1        -1  
  23  38    1        -1  
  23  48    1        -1  
  25  38    1        -1  
  29  42    1        2   
  31  39    1        -1  
  34  48    1        -1  
  35  40    1        -1  
  38  52    1        -1  
  38  66    1        -1  
  39  53    1        -1  
  40  49    1        -1  
  41  56    1        -1  
  41  60    1        -1  
  43  47    1        2   
  44  54    1        -1  
  52  68    1        2   
  53  66    1        -1  
  56  63    1        -1  
  56  69    1        -1  
  57  63    1        -1  
End
