NMec = 98495
T = 38
P = 3
Profits ignored
Solution time = 3.128e+01
Programing Tasks = 23
Terminal Cases = 1080
Task date  Profit    P
  0   10    1        0   
  2   18    1        -1  
  7   19    1        1   
  9   36    1        -1  
  11  35    1        -1  
  12  20    1        0   
  14  35    1        -1  
  15  40    1        -1  
  17  29    1        2   
  18  105   1        -1  
  23  35    1        0   
  28  41    1        -1  
  32  40    1        1   
  34  46    1        2   
  34  122   1        -1  
  40  47    1        0   
  42  49    1        1   
  47  74    1        -1  
  49  55    1        0   
  49  69    1        -1  
  55  68    1        -1  
  56  61    1        0   
  60  71    1        1   
  61  80    1        2   
  65  79    1        0   
  70  93    1        -1  
  71  91    1        -1  
  75  91    1        1   
  80  95    1        0   
  82  87    1        2   
  89  98    1        2   
  95  109   1        -1  
  99  116   1        -1  
  100 106   1        0   
  102 103   1        1   
  103 112   1        2   
  104 110   1        1   
  108 124   1        0   
End
