NMec = 98495
T = 29
P = 8
Profits ignored
Solution time = 1.560e+00
Programing Tasks = 20
Terminal Cases = 827
Task date  Profit    P
  0   24    1        0   
  1   12    1        1   
  2   17    1        2   
  2   20    1        3   
  2   20    1        4   
  4   7     1        5   
  4   24    1        6   
  5   18    1        7   
  5   18    1        -1  
  5   27    1        -1  
  6   9     1        -1  
  7   13    1        -1  
  7   16    1        -1  
  9   25    1        5   
  11  19    1        -1  
  15  18    1        1   
  15  30    1        -1  
  16  31    1        -1  
  16  32    1        -1  
  17  35    1        -1  
  18  20    1        2   
  18  28    1        -1  
  18  36    1        -1  
  19  31    1        1   
  21  32    1        2   
  22  30    1        3   
  24  29    1        4   
  27  34    1        0   
  30  36    1        4   
End
