NMec = 98495
T = 32
P = 3
Profits ignored
Solution time = 2.729e+00
Programing Tasks = 22
Terminal Cases = 88
Task date  Profit    P
  0   2     1        0   
  0   3     1        1   
  0   6     1        2   
  3   16    1        0   
  6   26    1        1   
  9   18    1        2   
  16  21    1        -1  
  20  35    1        0   
  23  34    1        2   
  30  45    1        1   
  32  57    1        -1  
  33  52    1        -1  
  37  41    1        0   
  38  54    1        2   
  39  60    1        -1  
  42  50    1        0   
  50  64    1        1   
  50  71    1        -1  
  53  72    1        0   
  56  70    1        2   
  57  69    1        -1  
  60  74    1        -1  
  61  73    1        -1  
  64  74    1        -1  
  66  100   1        1   
  67  69    1        -1  
  73  84    1        0   
  74  80    1        2   
  83  105   1        2   
  85  97    1        0   
  92  100   1        -1  
  99  103   1        0   
End
