NMec = 98495
T = 36
P = 5
Profits ignored
Solution time = 2.236e+01
Programing Tasks = 18
Terminal Cases = 912526
Task date  Profit    P
  0   22    1        -1  
  1   14    1        0   
  5   11    1        1   
  5   28    1        -1  
  6   23    1        -1  
  6   61    1        -1  
  7   26    1        -1  
  12  19    1        1   
  13  26    1        2   
  15  27    1        0   
  15  41    1        -1  
  16  25    1        3   
  17  33    1        4   
  21  28    1        1   
  23  37    1        -1  
  24  35    1        -1  
  25  34    1        -1  
  25  36    1        -1  
  26  42    1        -1  
  27  36    1        -1  
  28  40    1        0   
  28  62    1        -1  
  29  37    1        1   
  29  48    1        2   
  30  41    1        3   
  34  38    1        4   
  36  58    1        -1  
  37  58    1        -1  
  39  57    1        -1  
  39  62    1        -1  
  41  57    1        -1  
  42  58    1        0   
  48  60    1        1   
  49  55    1        2   
  51  69    1        3   
  52  60    1        4   
End
