NMec = 98495
T = 32
P = 7
Profits ignored
Solution time = 9.096e+00
Programing Tasks = 22
Terminal Cases = 221
Task date  Profit    P
  0   12    1        0   
  1   10    1        1   
  2   9     1        2   
  3   35    1        -1  
  6   38    1        -1  
  7   24    1        3   
  8   18    1        4   
  8   18    1        5   
  9   16    1        6   
  14  15    1        0   
  15  21    1        1   
  17  30    1        -1  
  18  26    1        0   
  18  27    1        -1  
  18  36    1        -1  
  19  37    1        -1  
  21  39    1        -1  
  22  28    1        -1  
  22  40    1        -1  
  23  31    1        1   
  23  43    1        -1  
  24  29    1        2   
  24  33    1        4   
  24  33    1        5   
  24  43    1        6   
  25  40    1        3   
  27  30    1        0   
  31  45    1        0   
  33  43    1        1   
  35  38    1        2   
  35  38    1        4   
  35  45    1        5   
End
