NMec = 98495
T = 33
P = 8
Profits ignored
Solution time = 2.272e+01
Programing Tasks = 22
Terminal Cases = 865
Task date  Profit    P
  0   1     1        0   
  0   10    1        1   
  0   41    1        -1  
  1   25    1        -1  
  2   11    1        -1  
  2   14    1        0   
  2   23    1        2   
  3   12    1        3   
  3   14    1        4   
  3   25    1        -1  
  3   26    1        5   
  4   18    1        6   
  5   28    1        -1  
  7   8     1        7   
  8   30    1        -1  
  10  19    1        7   
  10  28    1        -1  
  11  26    1        1   
  14  30    1        -1  
  15  30    1        -1  
  15  36    1        -1  
  17  24    1        0   
  18  32    1        -1  
  19  37    1        3   
  20  29    1        4   
  22  28    1        6   
  25  33    1        0   
  25  37    1        2   
  25  38    1        7   
  27  41    1        1   
  28  41    1        5   
  30  32    1        4   
  30  39    1        6   
End
