NMec = 98495
T = 34
P = 4
Profits ignored
Solution time = 3.455e+00
Programing Tasks = 20
Terminal Cases = 4161
Task date  Profit    P
  2   12    1        0   
  2   82    1        -1  
  3   22    1        -1  
  3   80    1        -1  
  5   16    1        1   
  5   27    1        -1  
  6   20    1        2   
  17  77    1        -1  
  19  32    1        0   
  20  31    1        1   
  20  83    1        -1  
  21  26    1        2   
  21  40    1        -1  
  22  34    1        3   
  28  48    1        -1  
  29  42    1        -1  
  30  45    1        -1  
  34  80    1        -1  
  36  44    1        0   
  36  44    1        1   
  37  52    1        2   
  39  56    1        3   
  45  55    1        0   
  56  79    1        -1  
  58  67    1        0   
  58  71    1        -1  
  61  82    1        -1  
  63  69    1        1   
  65  73    1        2   
  65  83    1        3   
  69  72    1        0   
  74  77    1        0   
  76  81    1        1   
  81  83    1        0   
End
