NMec = 98495
T = 40
P = 8
Profits ignored
Solution time = 7.378e+02
Programing Tasks = 25
Terminal Cases = 10240
Task date  Profit    P
  3   7     1        0   
  3   13    1        1   
  3   21    1        -1  
  3   47    1        -1  
  4   20    1        -1  
  4   22    1        -1  
  5   16    1        2   
  6   30    1        -1  
  8   21    1        0   
  8   24    1        -1  
  9   24    1        3   
  9   32    1        -1  
  11  19    1        4   
  12  45    1        -1  
  13  18    1        5   
  15  23    1        1   
  16  31    1        6   
  16  33    1        -1  
  16  34    1        -1  
  17  40    1        -1  
  18  22    1        2   
  18  25    1        7   
  20  26    1        4   
  20  30    1        5   
  21  33    1        -1  
  22  29    1        0   
  22  37    1        -1  
  23  34    1        -1  
  23  40    1        -1  
  24  42    1        1   
  24  44    1        2   
  26  33    1        3   
  26  40    1        7   
  27  36    1        4   
  30  49    1        0   
  33  36    1        5   
  33  45    1        6   
  38  46    1        3   
  38  49    1        4   
  43  49    1        1   
End
