NMec = 98495
T = 36
P = 4
Profits ignored
Solution time = 1.929e+01
Programing Tasks = 21
Terminal Cases = 696
Task date  Profit    P
  0   15    1        -1  
  0   19    1        -1  
  2   19    1        -1  
  4   13    1        0   
  4   14    1        1   
  5   12    1        2   
  5   22    1        3   
  7   28    1        -1  
  9   23    1        -1  
  14  25    1        -1  
  14  37    1        -1  
  15  23    1        0   
  16  27    1        1   
  20  45    1        -1  
  21  29    1        2   
  23  30    1        3   
  25  34    1        0   
  29  35    1        -1  
  29  37    1        1   
  32  47    1        2   
  33  38    1        3   
  34  88    1        -1  
  35  47    1        0   
  35  52    1        -1  
  37  64    1        -1  
  38  52    1        1   
  39  80    1        -1  
  41  55    1        -1  
  42  80    1        -1  
  45  55    1        3   
  49  59    1        0   
  49  60    1        2   
  54  61    1        1   
  58  68    1        3   
  61  87    1        0   
  69  87    1        1   
End
