NMec = 98495
T = 28
P = 7
Profits ignored
Solution time = 6.936e-01
Programing Tasks = 19
Terminal Cases = 570
Task date  Profit    P
  4   14    1        0   
  4   25    1        1   
  5   7     1        2   
  5   9     1        3   
  7   12    1        4   
  8   17    1        2   
  8   32    1        -1  
  9   28    1        -1  
  10  16    1        3   
  10  22    1        5   
  10  39    1        -1  
  11  14    1        6   
  14  20    1        4   
  15  19    1        0   
  15  32    1        -1  
  16  35    1        -1  
  17  32    1        -1  
  19  36    1        -1  
  20  37    1        -1  
  20  39    1        -1  
  21  38    1        0   
  23  39    1        2   
  24  32    1        3   
  25  29    1        4   
  25  33    1        5   
  26  36    1        1   
  27  36    1        6   
  31  34    1        4   
End
