NMec = 98495
T = 37
P = 5
Profits ignored
Solution time = 9.780e+01
Programing Tasks = 20
Terminal Cases = 3307320
Task date  Profit    P
  0   9     1        0   
  0   16    1        1   
  0   19    1        2   
  0   67    1        3   
  2   10    1        4   
  3   7     1        -1  
  3   19    1        -1  
  6   25    1        -1  
  7   12    1        -1  
  11  16    1        0   
  13  32    1        4   
  19  41    1        0   
  20  26    1        1   
  21  37    1        2   
  23  39    1        -1  
  23  41    1        -1  
  24  47    1        -1  
  25  44    1        -1  
  25  47    1        -1  
  25  49    1        -1  
  26  66    1        -1  
  28  39    1        1   
  29  37    1        -1  
  35  38    1        4   
  35  47    1        -1  
  35  52    1        -1  
  40  49    1        1   
  47  66    1        0   
  51  65    1        1   
  53  66    1        2   
  54  60    1        4   
  57  70    1        -1  
  59  71    1        -1  
  61  71    1        4   
  61  73    1        -1  
  62  72    1        -1  
  63  64    1        -1  
End
