NMec = 98495
T = 36
P = 1
Profits ignored
Solution time = 6.576e-02
Programing Tasks = 15
Terminal Cases = 640
Task date  Profit    P
  9   23    1        0   
  10  37    1        -1  
  12  357   1        -1  
  13  25    1        -1  
  24  32    1        0   
  26  36    1        -1  
  30  47    1        -1  
  33  52    1        0   
  47  49    1        -1  
  66  83    1        0   
  81  89    1        -1  
  86  100   1        0   
  105 253   1        0   
  118 124   1        -1  
  119 128   1        -1  
  131 144   1        -1  
  136 146   1        -1  
  138 149   1        -1  
  147 160   1        -1  
  148 156   1        -1  
  156 183   1        -1  
  161 175   1        -1  
  171 192   1        -1  
  193 209   1        -1  
  207 225   1        -1  
  229 235   1        -1  
  230 232   1        -1  
  232 252   1        -1  
  235 261   1        -1  
  238 245   1        -1  
  244 248   1        -1  
  266 274   1        0   
  274 298   1        -1  
  285 297   1        0   
  293 316   1        -1  
  310 330   1        0   
End
