NMec = 98495
T = 39
P = 1
Profits ignored
Solution time = 1.396e-01
Programing Tasks = 17
Terminal Cases = 432
Task date  Profit    P
  11  358   1        -1  
  23  310   1        -1  
  28  32    1        0   
  34  376   1        -1  
  41  55    1        -1  
  47  64    1        -1  
  52  66    1        -1  
  54  63    1        0   
  62  86    1        -1  
  64  79    1        -1  
  66  87    1        0   
  95  108   1        0   
  113 183   1        -1  
  113 248   1        -1  
  136 151   1        0   
  146 160   1        -1  
  149 160   1        -1  
  155 158   1        -1  
  155 175   1        0   
  166 188   1        -1  
  179 345   1        -1  
  186 200   1        0   
  206 219   1        -1  
  208 215   1        0   
  222 234   1        -1  
  224 240   1        0   
  241 245   1        0   
  243 257   1        -1  
  251 253   1        0   
  254 270   1        -1  
  265 268   1        0   
  279 283   1        0   
  305 322   1        -1  
  306 315   1        0   
  321 329   1        0   
  333 345   1        0   
  354 371   1        -1  
  356 376   1        -1  
  370 385   1        0   
End
