NMec = 2020
T = 39
P = 5
Profits not ignored
Best Profit = 67215
Best Assigned = 32580
Solution time = 1.240e+02
Task date  Profit    P
  0   38    8015     0   
  0   58    12759    1   
  1   77    7734     2   
  2   10    1993     3   
  3   76    10232    4   
  5   7     411      -1  
  8   18    2462     -1  
  8   29    1549     -1  
  8   29    4357     -1  
  9   73    11320    -1  
  10  12    707      -1  
  10  30    2084     -1  
  11  28    3663     3   
  14  19    640      -1  
  14  22    2382     -1  
  14  39    5664     -1  
  17  21    692      -1  
  17  21    344      -1  
  19  22    430      -1  
  19  25    1170     -1  
  21  43    1361     -1  
  24  56    3073     -1  
  29  41    2182     3   
  32  41    1356     -1  
  33  48    1839     -1  
  34  44    1509     -1  
  36  45    1172     -1  
  40  47    2165     0   
  41  44    368      -1  
  41  57    1455     -1  
  41  61    4228     -1  
  42  52    2589     3   
  48  66    1965     0   
  49  55    1484     -1  
  53  62    1954     3   
  57  62    719      -1  
  59  76    1998     1   
  62  77    3155     -1  
  64  73    2209     3   
End
