NMec = 2020
T = 17
P = 5
Profits not ignored
Best Profit = 23140
Best Assigned = 0
Solution time = 1.226e-03
Task date  Profit    P
  1   8     1063     0   
  2   8     1336     1   
  3   9     1434     2   
  3   23    2041     3   
  5   15    1612     4   
  5   28    4508     -1  
  6   13    1808     -1  
  7   20    1128     -1  
  7   21    2953     -1  
  10  21    1362     0   
  13  19    1173     1   
  13  26    1062     2   
  16  32    3317     4   
  18  30    3363     -1  
  19  28    2643     -1  
  20  31    1783     1   
  25  32    1189     0   
End
