NMec = 2020
T = 31
P = 6
Profits not ignored
Best Profit = 43456
Best Assigned = 195
Solution time = 5.149e+00
Task date  Profit    P
  0   13    2351     0   
  1   50    9906     1   
  2   12    1668     2   
  2   22    1827     3   
  5   11    1224     4   
  6   13    921      5   
  8   13    1013     -1  
  8   28    4791     -1  
  10  13    947      -1  
  11  28    2557     -1  
  13  27    1391     2   
  14  25    1189     0   
  14  35    4602     4   
  16  17    251      5   
  18  40    2529     5   
  20  41    2709     -1  
  21  38    2076     -1  
  21  46    3360     -1  
  22  32    1479     -1  
  24  36    877      3   
  26  35    698      0   
  26  45    4231     -1  
  28  40    1178     2   
  29  38    1007     -1  
  32  38    1070     -1  
  37  45    962      0   
  37  46    2015     3   
  37  46    2867     4   
  38  44    494      -1  
  40  51    1227     -1  
  44  50    587      2   
End
