NMec = 2020
T = 27
P = 8
Profits not ignored
Best Profit = 44718
Best Assigned = 0
Solution time = 2.736e-01
Task date  Profit    P
  0   5     967      0   
  0   23    3076     1   
  0   26    7295     2   
  2   18    3835     3   
  3   10    642      4   
  3   16    3742     5   
  3   20    4461     6   
  3   24    4826     7   
  4   19    3965     -1  
  4   23    5404     -1  
  5   8     645      -1  
  5   30    4498     -1  
  6   26    3434     0   
  9   17    1754     -1  
  9   17    873      -1  
  10  25    1472     -1  
  10  28    3799     -1  
  10  30    1224     -1  
  11  20    2119     4   
  13  22    955      -1  
  13  26    1416     -1  
  14  32    2625     -1  
  15  17    230      -1  
  15  31    1643     -1  
  17  30    2871     5   
  18  30    2930     -1  
  24  33    1526     1   
End
