NMec = 2020
T = 20
P = 7
Profits not ignored
Best Profit = 24762
Best Assigned = 0
Solution time = 8.630e-03
Task date  Profit    P
  0   9     1418     0   
  0   25    2556     1   
  1   8     1137     2   
  1   19    2391     3   
  3   11    1946     4   
  4   19    2467     5   
  5   16    1192     6   
  5   18    2921     -1  
  5   29    2285     -1  
  6   15    1790     -1  
  6   15    1451     -1  
  6   18    2999     -1  
  8   24    1928     -1  
  9   10    313      2   
  9   25    3678     -1  
  13  29    3073     0   
  14  24    1968     2   
  15  27    2211     4   
  17  25    1033     6   
  18  21    801      -1  
End
