NMec = 2020
T = 19
P = 1
Profits not ignored
Best Profit = 17834
Best Assigned = 1499457985
Solution time = 1.920e-04
Task date  Profit    P
  1   21    1607     0   
  2   21    3749     -1  
  4   15    2774     -1  
  33  45    2682     0   
  33  45    1546     -1  
  35  60    6888     -1  
  48  53    707      0   
  51  69    1560     -1  
  68  87    2142     0   
  124 134   903      0   
  127 141   1752     -1  
  129 138   683      -1  
  135 152   2011     0   
  158 167   816      0   
  166 172   768      -1  
  173 183   1254     0   
  174 184   1325     -1  
  179 182   354      -1  
  183 188   751      -1  
End
