NMec = 2020
T = 20
P = 8
Profits not ignored
Best Profit = 23905
Best Assigned = -145083472
Solution time = 9.853e-03
Task date  Profit    P
  0   8     1364     0   
  0   10    1700     1   
  0   16    1826     2   
  0   29    4055     3   
  1   15    1645     4   
  2   16    2550     5   
  2   28    1786     6   
  3   10    1518     7   
  4   10    651      -1  
  6   11    1410     -1  
  6   21    2653     -1  
  7   11    589      -1  
  7   13    587      -1  
  9   18    1931     0   
  9   20    2406     -1  
  9   21    920      -1  
  12  21    1382     1   
  19  27    1127     0   
  20  23    526      2   
  23  26    599      1   
End
