NMec = 2020
T = 24
P = 1
Profits not ignored
Best Profit = 22265
Best Assigned = 0
Solution time = 4.678e-04
Task date  Profit    P
  3   23    1829     0   
  6   140   13140    -1  
  8   17    2255     -1  
  13  18    823      -1  
  26  39    1397     0   
  35  41    410      -1  
  45  55    1692     0   
  47  51    673      -1  
  47  58    2178     -1  
  48  61    3169     -1  
  68  80    1177     0   
  80  89    790      -1  
  93  167   8360     0   
  113 133   2436     -1  
  137 150   2923     -1  
  143 154   1973     -1  
  150 165   1987     -1  
  159 185   4281     -1  
  161 170   2394     -1  
  167 173   864      -1  
  172 176   373      0   
  211 215   1269     0   
  211 224   2871     -1  
  219 227   781      0   
End
