NMec = 2020
T = 27
P = 3
Profits not ignored
Best Profit = 44520
Best Assigned = 1
Solution time = 4.629e-02
Task date  Profit    P
  3   7     407      0   
  7   89    14003    1   
  9   12    458      0   
  9   25    1197     2   
  14  26    2151     0   
  15  18    764      -1  
  15  35    1972     -1  
  19  23    674      -1  
  20  43    3793     -1  
  22  39    1561     -1  
  24  88    14485    -1  
  28  36    849      0   
  29  38    2340     2   
  31  43    1987     -1  
  34  45    2807     -1  
  36  44    901      -1  
  36  48    1971     -1  
  37  58    2709     0   
  41  45    1037     2   
  41  50    1897     -1  
  44  58    3662     -1  
  56  75    4366     2   
  57  64    1027     -1  
  59  78    1874     0   
  60  68    1482     -1  
  66  75    1965     -1  
  73  89    4094     -1  
End
