NMec = 2020
T = 16
P = 3
Profits not ignored
Best Profit = 25545
Best Assigned = -387188287
Solution time = 2.361e-04
Task date  Profit    P
  2   42    4117     0   
  2   52    8860     1   
  6   26    3581     2   
  7   25    3765     -1  
  10  18    1184     -1  
  15  19    1088     -1  
  16  35    2617     -1  
  21  43    4856     -1  
  26  37    2314     -1  
  28  40    2243     2   
  31  39    1757     -1  
  33  51    4484     -1  
  34  39    457      -1  
  41  52    2541     2   
  46  50    697      0   
  47  52    1031     -1  
End
