NMec = 2020
T = 35
P = 6
Profits not ignored
Best Profit = 58116
Best Assigned = 0
Solution time = 2.880e+01
Task date  Profit    P
  0   13    3019     0   
  3   8     541      1   
  3   20    2692     2   
  4   41    10920    3   
  4   49    7508     4   
  5   19    1921     5   
  5   28    3618     -1  
  6   27    3702     -1  
  7   13    701      -1  
  8   21    1012     -1  
  10  18    1640     1   
  11  36    6932     -1  
  12  18    990      -1  
  16  22    1122     0   
  17  27    1811     -1  
  17  33    1474     -1  
  18  20    404      -1  
  18  26    1276     -1  
  18  39    2697     -1  
  19  32    1595     1   
  20  37    3029     5   
  21  26    838      2   
  23  35    2530     0   
  23  37    1434     -1  
  24  40    3501     -1  
  24  45    4643     -1  
  28  53    4266     2   
  31  42    3263     -1  
  35  44    1063     1   
  35  50    2802     -1  
  35  56    5209     -1  
  37  48    1678     0   
  37  54    4325     -1  
  38  43    582      5   
  45  54    2311     1   
End
