NMec = 2020
T = 19
P = 7
Profits not ignored
Best Profit = 30569
Best Assigned = 4
Solution time = 5.622e-03
Task date  Profit    P
  0   7     1551     0   
  1   28    3400     1   
  2   11    832      2   
  3   27    2149     3   
  5   21    1871     4   
  5   25    3636     5   
  6   15    1671     6   
  6   21    1428     -1  
  8   16    1507     0   
  8   25    5063     -1  
  8   28    5861     -1  
  10  27    1545     -1  
  11  27    2443     -1  
  12  23    2744     2   
  14  23    842      -1  
  14  24    2075     -1  
  17  28    2716     0   
  20  24    361      6   
  23  28    1224     4   
End
