NMec = 2020
T = 30
P = 5
Profits not ignored
Best Profit = 41218
Best Assigned = 0
Solution time = 8.476e-01
Task date  Profit    P
  0   38    5040     0   
  1   10    1152     1   
  3   8     679      2   
  4   49    9171     3   
  6   19    2079     4   
  7   30    1845     -1  
  9   35    7318     2   
  10  25    1701     -1  
  11  22    1623     1   
  14  26    2078     -1  
  16  23    1081     -1  
  16  25    649      -1  
  16  35    3815     -1  
  20  39    2613     4   
  21  26    982      -1  
  23  31    859      1   
  24  42    2716     -1  
  26  46    1763     -1  
  27  38    1138     -1  
  27  44    2215     -1  
  31  37    1701     -1  
  32  42    1333     1   
  32  58    5510     -1  
  33  37    1002     -1  
  35  44    1504     -1  
  35  46    1328     -1  
  41  50    1146     0   
  50  56    1143     1   
  51  56    1517     0   
  52  56    784      2   
End
