NMec = 2020
T = 28
P = 8
Profits not ignored
Best Profit = 41967
Best Assigned = -1399993984
Solution time = 8.533e-01
Task date  Profit    P
  0   5     1050     0   
  1   12    2676     1   
  2   5     456      2   
  2   15    2141     3   
  2   23    3380     4   
  2   25    1910     5   
  3   20    1548     6   
  3   21    5052     7   
  3   22    2981     -1  
  3   26    1602     -1  
  7   31    5862     0   
  8   16    1236     2   
  8   32    4981     -1  
  9   15    1258     -1  
  9   34    2695     -1  
  11  13    349      -1  
  12  23    1071     -1  
  13  21    889      1   
  14  24    1562     -1  
  14  32    3043     -1  
  14  33    2979     -1  
  15  31    1987     -1  
  16  21    947      3   
  16  29    2484     -1  
  19  32    1412     2   
  24  34    1251     1   
  25  33    2266     3   
  27  33    1016     4   
End
