NMec = 2020
T = 27
P = 1
Profits not ignored
Best Profit = 28501
Best Assigned = 1640958401
Solution time = 1.016e-03
Task date  Profit    P
  36  46    1145     0   
  45  54    1339     -1  
  50  73    1692     0   
  51  73    5761     -1  
  56  65    1046     -1  
  64  70    685      -1  
  66  72    604      -1  
  66  85    2885     -1  
  81  241   18447    0   
  114 134   2663     -1  
  120 125   816      -1  
  129 139   1794     -1  
  132 152   4446     -1  
  140 150   2629     -1  
  150 168   2430     -1  
  182 191   1890     -1  
  183 204   1721     -1  
  184 203   1919     -1  
  184 238   8854     -1  
  190 202   1249     -1  
  200 213   936      -1  
  217 233   2025     -1  
  220 229   1166     -1  
  221 234   1284     -1  
  249 262   3148     0   
  253 266   1596     -1  
  256 262   928      -1  
End
