NMec = 2020
T = 22
P = 6
Profits not ignored
Best Profit = 32877
Best Assigned = 195
Solution time = 1.241e-02
Task date  Profit    P
  0   28    6477     0   
  2   9     777      1   
  2   18    4535     2   
  2   33    3348     3   
  3   24    5903     4   
  5   12    494      5   
  6   20    1469     -1  
  6   26    3882     -1  
  6   29    3450     -1  
  8   24    3202     -1  
  8   25    1285     -1  
  9   16    794      -1  
  10  35    2425     1   
  11  17    1023     -1  
  12  27    3408     -1  
  13  20    1130     5   
  16  20    343      -1  
  18  23    673      -1  
  19  27    1890     2   
  19  33    1294     -1  
  19  33    2994     -1  
  26  36    1451     4   
End
