NMec = 2020
T = 18
P = 8
Profits not ignored
Best Profit = 19746
Best Assigned = 1736415839
Solution time = 3.528e-03
Task date  Profit    P
  2   18    2269     0   
  2   19    1893     1   
  6   15    1453     2   
  6   20    2230     3   
  6   21    1362     4   
  9   12    359      5   
  9   16    1345     6   
  9   27    1491     7   
  10  18    2240     -1  
  10  20    1351     -1  
  10  28    2024     -1  
  11  17    951      -1  
  12  29    2174     -1  
  13  29    2303     5   
  14  21    749      -1  
  16  21    997      2   
  18  25    875      6   
  20  29    1477     0   
End
