NMec = 2020
T = 17
P = 1
Profits not ignored
Best Profit = 14303
Best Assigned = 32638
Solution time = 4.293e-05
Task date  Profit    P
  10  28    2391     0   
  19  28    1335     -1  
  20  30    1608     -1  
  37  57    1839     0   
  70  80    959      0   
  75  84    1531     -1  
  79  85    1750     -1  
  103 109   462      0   
  105 125   2385     -1  
  108 116   892      -1  
  110 120   2059     0   
  113 130   2514     -1  
  123 139   4295     0   
  123 140   2285     -1  
  126 149   3956     -1  
  133 144   1888     -1  
  136 165   5347     -1  
End
